日期 天气状况 气温 风力风向
2017年12月09日 少云/晴 10℃/-4℃ 西南偏西风3/西南偏西风3
2017年12月10日 少云/晴 9℃/-4℃ 西北风1/西北风1
2017年12月11日 少云/局部多云 9℃/-2℃ 东北风2/东北风2
2017年12月12日 局部多云/少云 9℃/-2℃ 东北风3/东北风3
2017年12月13日 多云/局部多云 6℃/-3℃ 东北风4/东北风4
2017年12月14日 局部多云/局部多云 6℃/-2℃ 东北偏北风2/东北偏北风2
2017年12月15日 少云/晴 8℃/-5℃ 西南偏西风2/西南偏西风2
2017年12月16日 晴/晴 4℃/-7℃ 东南偏南风1/东南偏南风1
2017年12月17日 晴/晴 6℃/-4℃ 西南风1/西南风1
2017年12月18日 局部多云/晴 8℃/-6℃ 西南偏西风3/西南偏西风3
2017年12月19日 晴/晴 9℃/-4℃ 西南风2/西南风2
2017年12月20日 少云/晴 10℃/-6℃ 东南风2/东南风2
2017年12月21日 晴/晴 10℃/-3℃ 东北风2/东北风2
2017年12月22日 局部多云/局部多云 12℃/-2℃ 西南偏南风1/西南偏南风1
2017年12月23日 局部多云/晴 11℃/-3℃ 西南偏西风2/西南偏西风2
2017年12月24日 晴/晴 9℃/-6℃ 南风2/南风2
2017年12月25日 少云/局部多云 8℃/-2℃ 东南偏东风2/东南偏东风2
2017年12月26日 局部多云/晴 11℃/-3℃ 东北风2/东北风2
2017年12月27日 晴/晴 11℃/-3℃ 东北偏北风2/东北偏北风2
2017年12月28日 局部多云/少云 11℃/-1℃ 东风1/东风1
2017年12月29日 多云/局部多云 9℃/-2℃ 西南偏西风3/西南偏西风3
2017年12月30日 少云/晴 9℃/-6℃ 西南风2/西南风2
2017年12月31日 晴/晴 9℃/-3℃ 东北风2/东北风2
